date_time,subject,subject_count
09/06/2017 05:58, Labour Seats,36
09/06/2017 05:58, SNP Seats,12
09/06/2017 05:58," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 05:58," ""exit poll"" OR #exitpoll",146
09/06/2017 05:58," ""for the many"" OR #forthemany",17
09/06/2017 05:58," ""hung parliament"" OR #hungparliament",406
09/06/2017 05:58," ""strong and stable"" OR #strongandstable",47
09/06/2017 05:59, BBC Coverage,64
09/06/2017 05:59, Conservative Seats,16
09/06/2017 05:59, ITV Coverage,2
09/06/2017 05:59, Labour Seats,50
09/06/2017 05:59, SNP Seats,12
09/06/2017 05:59," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 05:59," ""exit poll"" OR #exitpoll",160
09/06/2017 05:59," ""for the many"" OR #forthemany",31
09/06/2017 05:59," ""hung parliament"" OR #hungparliament",418
09/06/2017 05:59," ""strong and stable"" OR #strongandstable",60
09/06/2017 06:00, BBC Coverage,62
09/06/2017 06:00, Conservative Seats,20
09/06/2017 06:00, ITV Coverage,1
09/06/2017 06:00, Labour Seats,35
09/06/2017 06:00, Lib Dem Seats,1
09/06/2017 06:00, SNP Seats,4
09/06/2017 06:00," ""exit poll"" OR #exitpoll",184
09/06/2017 06:00," ""for the many"" OR #forthemany",27
09/06/2017 06:00," ""hung parliament"" OR #hungparliament",393
09/06/2017 06:00," ""strong and stable"" OR #strongandstable",44
09/06/2017 06:01, BBC Coverage,80
09/06/2017 06:01, Conservative Seats,18
09/06/2017 06:01, ITV Coverage,3
09/06/2017 06:01, Labour Seats,39
09/06/2017 06:01, Lib Dem Seats,3
09/06/2017 06:01, SNP Seats,10
09/06/2017 06:01," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:01," ""exit poll"" OR #exitpoll",157
09/06/2017 06:01," ""for the many"" OR #forthemany",30
09/06/2017 06:01," ""hung parliament"" OR #hungparliament",368
09/06/2017 06:01," ""strong and stable"" OR #strongandstable",54
09/06/2017 06:02, BBC Coverage,54
09/06/2017 06:02, Conservative Seats,12
09/06/2017 06:02, Labour Seats,38
09/06/2017 06:02, Lib Dem Seats,4
09/06/2017 06:02, SNP Seats,7
09/06/2017 06:02," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 06:02," ""exit poll"" OR #exitpoll",139
09/06/2017 06:02," ""for the many"" OR #forthemany",32
09/06/2017 06:02," ""hung parliament"" OR #hungparliament",430
09/06/2017 06:02," ""strong and stable"" OR #strongandstable",65
09/06/2017 06:03, BBC Coverage,46
09/06/2017 06:03, Conservative Seats,20
09/06/2017 06:03, Labour Seats,43
09/06/2017 06:03, Lib Dem Seats,2
09/06/2017 06:03, SNP Seats,13
09/06/2017 06:03," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:03," ""exit poll"" OR #exitpoll",162
09/06/2017 06:03," ""for the many"" OR #forthemany",33
09/06/2017 06:03," ""hung parliament"" OR #hungparliament",383
09/06/2017 06:03," ""strong and stable"" OR #strongandstable",51
09/06/2017 06:04, BBC Coverage,43
09/06/2017 06:04, Conservative Seats,10
09/06/2017 06:04, Labour Seats,58
09/06/2017 06:04, Lib Dem Seats,5
09/06/2017 06:04, SNP Seats,11
09/06/2017 06:04," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 06:04," ""exit poll"" OR #exitpoll",134
09/06/2017 06:04," ""for the many"" OR #forthemany",42
09/06/2017 06:04," ""hung parliament"" OR #hungparliament",415
09/06/2017 06:04," ""strong and stable"" OR #strongandstable",64
09/06/2017 06:05, BBC Coverage,38
09/06/2017 06:05, Conservative Seats,20
09/06/2017 06:05, ITV Coverage,3
09/06/2017 06:05, Labour Seats,48
09/06/2017 06:05, Lib Dem Seats,4
09/06/2017 06:05, SNP Seats,7
09/06/2017 06:05," ""exit poll"" OR #exitpoll",142
09/06/2017 06:05," ""for the many"" OR #forthemany",30
09/06/2017 06:05," ""hung parliament"" OR #hungparliament",427
09/06/2017 06:05," ""strong and stable"" OR #strongandstable",67
09/06/2017 06:06, BBC Coverage,46
09/06/2017 06:06, Conservative Seats,21
09/06/2017 06:06, ITV Coverage,3
09/06/2017 06:06, Labour Seats,26
09/06/2017 06:06, Lib Dem Seats,1
09/06/2017 06:06, SNP Seats,6
09/06/2017 06:06," ""exit poll"" OR #exitpoll",163
09/06/2017 06:06," ""for the many"" OR #forthemany",30
09/06/2017 06:06," ""hung parliament"" OR #hungparliament",468
09/06/2017 06:06," ""strong and stable"" OR #strongandstable",48
09/06/2017 06:07, BBC Coverage,49
09/06/2017 06:07, Conservative Seats,18
09/06/2017 06:07, ITV Coverage,1
09/06/2017 06:07, Labour Seats,30
09/06/2017 06:07, Lib Dem Seats,3
09/06/2017 06:07, SNP Seats,10
09/06/2017 06:07," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 06:07," ""exit poll"" OR #exitpoll",173
09/06/2017 06:07," ""for the many"" OR #forthemany",31
09/06/2017 06:07," ""hung parliament"" OR #hungparliament",423
09/06/2017 06:07," ""strong and stable"" OR #strongandstable",61
09/06/2017 06:08, BBC Coverage,49
09/06/2017 06:08, Conservative Seats,14
09/06/2017 06:08, ITV Coverage,1
09/06/2017 06:08, Labour Seats,39
09/06/2017 06:08, Lib Dem Seats,6
09/06/2017 06:08, SNP Seats,7
09/06/2017 06:08," ""exit poll"" OR #exitpoll",149
09/06/2017 06:08," ""for the many"" OR #forthemany",40
09/06/2017 06:08," ""hung parliament"" OR #hungparliament",407
09/06/2017 06:08," ""strong and stable"" OR #strongandstable",70
09/06/2017 06:09, BBC Coverage,43
09/06/2017 06:09, Conservative Seats,19
09/06/2017 06:09, ITV Coverage,1
09/06/2017 06:09, Labour Seats,29
09/06/2017 06:09, Lib Dem Seats,1
09/06/2017 06:09, SNP Seats,6
09/06/2017 06:09," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 06:09," ""exit poll"" OR #exitpoll",145
09/06/2017 06:09," ""for the many"" OR #forthemany",29
09/06/2017 06:09," ""hung parliament"" OR #hungparliament",334
09/06/2017 06:09," ""strong and stable"" OR #strongandstable",72
09/06/2017 06:10, BBC Coverage,46
09/06/2017 06:10, Conservative Seats,20
09/06/2017 06:10, ITV Coverage,1
09/06/2017 06:10, Labour Seats,50
09/06/2017 06:10, Lib Dem Seats,3
09/06/2017 06:10, SNP Seats,12
09/06/2017 06:10," ""exit poll"" OR #exitpoll",159
09/06/2017 06:10," ""for the many"" OR #forthemany",26
09/06/2017 06:10," ""hung parliament"" OR #hungparliament",396
09/06/2017 06:10," ""strong and stable"" OR #strongandstable",68
09/06/2017 06:11, BBC Coverage,40
09/06/2017 06:11, Conservative Seats,34
09/06/2017 06:11, ITV Coverage,3
09/06/2017 06:11, Labour Seats,57
09/06/2017 06:11, Lib Dem Seats,2
09/06/2017 06:11, SNP Seats,4
09/06/2017 06:11," ""coalitionofchaos"" OR #coalitionofchaos",5
09/06/2017 06:11," ""exit poll"" OR #exitpoll",133
09/06/2017 06:11," ""for the many"" OR #forthemany",33
09/06/2017 06:11," ""hung parliament"" OR #hungparliament",402
09/06/2017 06:11," ""strong and stable"" OR #strongandstable",60
09/06/2017 06:12, BBC Coverage,46
09/06/2017 06:12, Conservative Seats,26
09/06/2017 06:12, ITV Coverage,2
09/06/2017 06:12, Labour Seats,48
09/06/2017 06:12, Lib Dem Seats,2
09/06/2017 06:12, SNP Seats,8
09/06/2017 06:12," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:12," ""exit poll"" OR #exitpoll",147
09/06/2017 06:12," ""for the many"" OR #forthemany",35
09/06/2017 06:12," ""hung parliament"" OR #hungparliament",435
09/06/2017 06:12," ""strong and stable"" OR #strongandstable",55
09/06/2017 06:13, BBC Coverage,54
09/06/2017 06:13, Conservative Seats,13
09/06/2017 06:13, Labour Seats,38
09/06/2017 06:13, Lib Dem Seats,2
09/06/2017 06:13, SNP Seats,9
09/06/2017 06:13," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:13," ""exit poll"" OR #exitpoll",145
09/06/2017 06:13," ""for the many"" OR #forthemany",39
09/06/2017 06:13," ""hung parliament"" OR #hungparliament",411
09/06/2017 06:13," ""strong and stable"" OR #strongandstable",64
09/06/2017 06:14, BBC Coverage,41
09/06/2017 06:14, Conservative Seats,9
09/06/2017 06:14, Labour Seats,28
09/06/2017 06:14, Lib Dem Seats,1
09/06/2017 06:14, SNP Seats,7
09/06/2017 06:14," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:14," ""exit poll"" OR #exitpoll",121
09/06/2017 06:14," ""for the many"" OR #forthemany",41
09/06/2017 06:14," ""hung parliament"" OR #hungparliament",441
09/06/2017 06:14," ""strong and stable"" OR #strongandstable",56
09/06/2017 06:15, BBC Coverage,44
09/06/2017 06:15, Conservative Seats,22
09/06/2017 06:15, ITV Coverage,2
09/06/2017 06:15, Labour Seats,43
09/06/2017 06:15, Lib Dem Seats,1
09/06/2017 06:15, SNP Seats,7
09/06/2017 06:15," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 06:15," ""exit poll"" OR #exitpoll",143
09/06/2017 06:15," ""for the many"" OR #forthemany",42
09/06/2017 06:15," ""hung parliament"" OR #hungparliament",405
09/06/2017 06:15," ""strong and stable"" OR #strongandstable",56
09/06/2017 06:16, BBC Coverage,41
09/06/2017 06:16, Conservative Seats,24
09/06/2017 06:16, ITV Coverage,2
09/06/2017 06:16, Labour Seats,45
09/06/2017 06:16, Lib Dem Seats,4
09/06/2017 06:16, SNP Seats,6
09/06/2017 06:16," ""exit poll"" OR #exitpoll",139
09/06/2017 06:16," ""for the many"" OR #forthemany",37
09/06/2017 06:16," ""hung parliament"" OR #hungparliament",452
09/06/2017 06:16," ""strong and stable"" OR #strongandstable",63
09/06/2017 06:17, BBC Coverage,46
09/06/2017 06:17, Conservative Seats,19
09/06/2017 06:17, ITV Coverage,3
09/06/2017 06:17, Labour Seats,39
09/06/2017 06:17, Lib Dem Seats,4
09/06/2017 06:17, SNP Seats,7
09/06/2017 06:17," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 06:17," ""exit poll"" OR #exitpoll",157
09/06/2017 06:17," ""for the many"" OR #forthemany",39
09/06/2017 06:17," ""hung parliament"" OR #hungparliament",399
09/06/2017 06:17," ""strong and stable"" OR #strongandstable",55
09/06/2017 06:18, BBC Coverage,37
09/06/2017 06:18, Conservative Seats,17
09/06/2017 06:18, ITV Coverage,1
09/06/2017 06:18, Labour Seats,41
09/06/2017 06:18, SNP Seats,7
09/06/2017 06:18," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:18," ""exit poll"" OR #exitpoll",148
09/06/2017 06:18," ""for the many"" OR #forthemany",29
09/06/2017 06:18," ""hung parliament"" OR #hungparliament",425
09/06/2017 06:18," ""strong and stable"" OR #strongandstable",69
09/06/2017 06:19, BBC Coverage,42
09/06/2017 06:19, Conservative Seats,14
09/06/2017 06:19, ITV Coverage,1
09/06/2017 06:19, Labour Seats,56
09/06/2017 06:19, SNP Seats,10
09/06/2017 06:19," ""exit poll"" OR #exitpoll",169
09/06/2017 06:19," ""for the many"" OR #forthemany",43
09/06/2017 06:19," ""hung parliament"" OR #hungparliament",401
09/06/2017 06:19," ""strong and stable"" OR #strongandstable",52
09/06/2017 06:20, BBC Coverage,45
09/06/2017 06:20, Conservative Seats,11
09/06/2017 06:20, ITV Coverage,1
09/06/2017 06:20, Labour Seats,46
09/06/2017 06:20, Lib Dem Seats,1
09/06/2017 06:20, SNP Seats,12
09/06/2017 06:20," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 06:20," ""exit poll"" OR #exitpoll",134
09/06/2017 06:20," ""for the many"" OR #forthemany",29
09/06/2017 06:20," ""hung parliament"" OR #hungparliament",399
09/06/2017 06:20," ""strong and stable"" OR #strongandstable",64
09/06/2017 06:21, BBC Coverage,32
09/06/2017 06:21, Conservative Seats,19
09/06/2017 06:21, Labour Seats,58
09/06/2017 06:21, Lib Dem Seats,1
09/06/2017 06:21, SNP Seats,12
09/06/2017 06:21," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 06:21," ""exit poll"" OR #exitpoll",143
09/06/2017 06:21," ""for the many"" OR #forthemany",28
09/06/2017 06:21," ""hung parliament"" OR #hungparliament",421
09/06/2017 06:21," ""strong and stable"" OR #strongandstable",55
09/06/2017 06:22, BBC Coverage,36
09/06/2017 06:22, Conservative Seats,15
09/06/2017 06:22, ITV Coverage,1
09/06/2017 06:22, Labour Seats,53
09/06/2017 06:22, Lib Dem Seats,1
09/06/2017 06:22, SNP Seats,12
09/06/2017 06:22," ""coalitionofchaos"" OR #coalitionofchaos",5
09/06/2017 06:22," ""exit poll"" OR #exitpoll",134
09/06/2017 06:22," ""for the many"" OR #forthemany",43
09/06/2017 06:22," ""hung parliament"" OR #hungparliament",497
09/06/2017 06:22," ""strong and stable"" OR #strongandstable",60
09/06/2017 06:23, BBC Coverage,45
09/06/2017 06:23, Conservative Seats,17
09/06/2017 06:23, ITV Coverage,1
09/06/2017 06:23, Labour Seats,39
09/06/2017 06:23, SNP Seats,13
09/06/2017 06:23," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:23," ""exit poll"" OR #exitpoll",109
09/06/2017 06:23," ""for the many"" OR #forthemany",27
09/06/2017 06:23," ""hung parliament"" OR #hungparliament",415
09/06/2017 06:23," ""strong and stable"" OR #strongandstable",47
09/06/2017 06:24, BBC Coverage,43
09/06/2017 06:24, Conservative Seats,17
09/06/2017 06:24, ITV Coverage,2
09/06/2017 06:24, Labour Seats,48
09/06/2017 06:24, Lib Dem Seats,1
09/06/2017 06:24, SNP Seats,6
09/06/2017 06:24," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:24," ""exit poll"" OR #exitpoll",138
09/06/2017 06:24," ""for the many"" OR #forthemany",32
09/06/2017 06:24," ""hung parliament"" OR #hungparliament",398
09/06/2017 06:24," ""strong and stable"" OR #strongandstable",51
09/06/2017 06:25, BBC Coverage,52
09/06/2017 06:25, Conservative Seats,15
09/06/2017 06:25, Labour Seats,57
09/06/2017 06:25, Lib Dem Seats,2
09/06/2017 06:25, SNP Seats,5
09/06/2017 06:25," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:25," ""exit poll"" OR #exitpoll",130
09/06/2017 06:25," ""for the many"" OR #forthemany",26
09/06/2017 06:25," ""hung parliament"" OR #hungparliament",432
09/06/2017 06:25," ""strong and stable"" OR #strongandstable",58
09/06/2017 06:26, BBC Coverage,50
09/06/2017 06:26, Conservative Seats,14
09/06/2017 06:26, Labour Seats,54
09/06/2017 06:26, SNP Seats,9
09/06/2017 06:26," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:26," ""exit poll"" OR #exitpoll",147
09/06/2017 06:26," ""for the many"" OR #forthemany",29
09/06/2017 06:26," ""hung parliament"" OR #hungparliament",404
09/06/2017 06:26," ""strong and stable"" OR #strongandstable",61
09/06/2017 06:27, BBC Coverage,33
09/06/2017 06:27, Conservative Seats,12
09/06/2017 06:27, ITV Coverage,2
09/06/2017 06:27, Labour Seats,32
09/06/2017 06:27, Lib Dem Seats,1
09/06/2017 06:27, SNP Seats,12
09/06/2017 06:27," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:27," ""exit poll"" OR #exitpoll",139
09/06/2017 06:27," ""for the many"" OR #forthemany",33
09/06/2017 06:27," ""hung parliament"" OR #hungparliament",409
09/06/2017 06:27," ""strong and stable"" OR #strongandstable",64
09/06/2017 06:28, BBC Coverage,31
09/06/2017 06:28, Conservative Seats,7
09/06/2017 06:28, ITV Coverage,2
09/06/2017 06:28, Labour Seats,51
09/06/2017 06:28, Lib Dem Seats,3
09/06/2017 06:28, SNP Seats,22
09/06/2017 06:28," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:28," ""exit poll"" OR #exitpoll",119
09/06/2017 06:28," ""for the many"" OR #forthemany",21
09/06/2017 06:28," ""hung parliament"" OR #hungparliament",463
09/06/2017 06:28," ""strong and stable"" OR #strongandstable",53
09/06/2017 06:29, BBC Coverage,30
09/06/2017 06:29, Conservative Seats,20
09/06/2017 06:29, ITV Coverage,2
09/06/2017 06:29, Labour Seats,34
09/06/2017 06:29, SNP Seats,22
09/06/2017 06:29," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 06:29," ""exit poll"" OR #exitpoll",112
09/06/2017 06:29," ""for the many"" OR #forthemany",39
09/06/2017 06:29," ""hung parliament"" OR #hungparliament",455
09/06/2017 06:29," ""strong and stable"" OR #strongandstable",50
09/06/2017 06:30, BBC Coverage,38
09/06/2017 06:30, Conservative Seats,21
09/06/2017 06:30, Labour Seats,40
09/06/2017 06:30, SNP Seats,11
09/06/2017 06:30," ""coalitionofchaos"" OR #coalitionofchaos",5
09/06/2017 06:30," ""exit poll"" OR #exitpoll",146
09/06/2017 06:30," ""for the many"" OR #forthemany",27
09/06/2017 06:30," ""hung parliament"" OR #hungparliament",441
09/06/2017 06:30," ""strong and stable"" OR #strongandstable",64
09/06/2017 06:31, BBC Coverage,39
09/06/2017 06:31, Conservative Seats,12
09/06/2017 06:31, Labour Seats,43
09/06/2017 06:31, Lib Dem Seats,2
09/06/2017 06:31, SNP Seats,14
09/06/2017 06:31," ""coalitionofchaos"" OR #coalitionofchaos",6
09/06/2017 06:31," ""exit poll"" OR #exitpoll",140
09/06/2017 06:31," ""for the many"" OR #forthemany",30
09/06/2017 06:31," ""hung parliament"" OR #hungparliament",483
09/06/2017 06:31," ""strong and stable"" OR #strongandstable",61
09/06/2017 06:32, BBC Coverage,29
09/06/2017 06:32, Conservative Seats,12
09/06/2017 06:32, Labour Seats,30
09/06/2017 06:32, Lib Dem Seats,2
09/06/2017 06:32, SNP Seats,12
09/06/2017 06:32," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:32," ""exit poll"" OR #exitpoll",143
09/06/2017 06:32," ""for the many"" OR #forthemany",36
09/06/2017 06:32," ""hung parliament"" OR #hungparliament",489
09/06/2017 06:32," ""strong and stable"" OR #strongandstable",70
09/06/2017 06:33, BBC Coverage,15
09/06/2017 06:33, Conservative Seats,15
09/06/2017 06:33, ITV Coverage,1
09/06/2017 06:33, Labour Seats,48
09/06/2017 06:33, Lib Dem Seats,3
09/06/2017 06:33, SNP Seats,13
09/06/2017 06:33," ""coalitionofchaos"" OR #coalitionofchaos",6
09/06/2017 06:33," ""exit poll"" OR #exitpoll",126
09/06/2017 06:33," ""for the many"" OR #forthemany",34
09/06/2017 06:33," ""hung parliament"" OR #hungparliament",441
09/06/2017 06:33," ""strong and stable"" OR #strongandstable",49
09/06/2017 06:34, BBC Coverage,33
09/06/2017 06:34, Conservative Seats,18
09/06/2017 06:34, Labour Seats,25
09/06/2017 06:34, Lib Dem Seats,1
09/06/2017 06:34, SNP Seats,10
09/06/2017 06:34," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:34," ""exit poll"" OR #exitpoll",128
09/06/2017 06:34," ""for the many"" OR #forthemany",36
09/06/2017 06:34," ""hung parliament"" OR #hungparliament",378
09/06/2017 06:34," ""strong and stable"" OR #strongandstable",61
09/06/2017 06:35, BBC Coverage,35
09/06/2017 06:35, Conservative Seats,17
09/06/2017 06:35, ITV Coverage,1
09/06/2017 06:35, Labour Seats,33
09/06/2017 06:35, Lib Dem Seats,1
09/06/2017 06:35, SNP Seats,7
09/06/2017 06:35," ""coalitionofchaos"" OR #coalitionofchaos",6
09/06/2017 06:35," ""exit poll"" OR #exitpoll",118
09/06/2017 06:35," ""for the many"" OR #forthemany",29
09/06/2017 06:35," ""hung parliament"" OR #hungparliament",383
09/06/2017 06:35," ""strong and stable"" OR #strongandstable",61
09/06/2017 06:36, BBC Coverage,32
09/06/2017 06:36, Conservative Seats,24
09/06/2017 06:36, Labour Seats,37
09/06/2017 06:36, SNP Seats,8
09/06/2017 06:36," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:36," ""exit poll"" OR #exitpoll",140
09/06/2017 06:36," ""for the many"" OR #forthemany",28
09/06/2017 06:36," ""hung parliament"" OR #hungparliament",371
09/06/2017 06:36," ""strong and stable"" OR #strongandstable",65
09/06/2017 06:37, BBC Coverage,37
09/06/2017 06:37, Conservative Seats,8
09/06/2017 06:37, ITV Coverage,2
09/06/2017 06:37, Labour Seats,50
09/06/2017 06:37, Lib Dem Seats,1
09/06/2017 06:37, SNP Seats,6
09/06/2017 06:37," ""coalitionofchaos"" OR #coalitionofchaos",5
09/06/2017 06:37," ""exit poll"" OR #exitpoll",126
09/06/2017 06:37," ""for the many"" OR #forthemany",28
09/06/2017 06:37," ""hung parliament"" OR #hungparliament",390
09/06/2017 06:37," ""strong and stable"" OR #strongandstable",66
09/06/2017 06:38, BBC Coverage,29
09/06/2017 06:38, Conservative Seats,17
09/06/2017 06:38, Labour Seats,46
09/06/2017 06:38, Lib Dem Seats,1
09/06/2017 06:38, SNP Seats,4
09/06/2017 06:38," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 06:38," ""exit poll"" OR #exitpoll",125
09/06/2017 06:38," ""for the many"" OR #forthemany",28
09/06/2017 06:38," ""hung parliament"" OR #hungparliament",396
09/06/2017 06:38," ""strong and stable"" OR #strongandstable",72
09/06/2017 06:39, BBC Coverage,31
09/06/2017 06:39, Conservative Seats,22
09/06/2017 06:39, ITV Coverage,1
09/06/2017 06:39, Labour Seats,51
09/06/2017 06:39, Lib Dem Seats,1
09/06/2017 06:39, SNP Seats,5
09/06/2017 06:39," ""coalitionofchaos"" OR #coalitionofchaos",3
09/06/2017 06:39," ""exit poll"" OR #exitpoll",145
09/06/2017 06:39," ""for the many"" OR #forthemany",22
09/06/2017 06:39," ""hung parliament"" OR #hungparliament",401
09/06/2017 06:39," ""strong and stable"" OR #strongandstable",67
09/06/2017 06:40, BBC Coverage,32
09/06/2017 06:40, Conservative Seats,22
09/06/2017 06:40, Labour Seats,30
09/06/2017 06:40, Lib Dem Seats,2
09/06/2017 06:40, SNP Seats,1
09/06/2017 06:40," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:40," ""exit poll"" OR #exitpoll",122
09/06/2017 06:40," ""for the many"" OR #forthemany",25
09/06/2017 06:40," ""hung parliament"" OR #hungparliament",401
09/06/2017 06:40," ""strong and stable"" OR #strongandstable",66
09/06/2017 06:41, BBC Coverage,26
09/06/2017 06:41, Conservative Seats,9
09/06/2017 06:41, Labour Seats,40
09/06/2017 06:41, SNP Seats,15
09/06/2017 06:41," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:41," ""exit poll"" OR #exitpoll",106
09/06/2017 06:41," ""for the many"" OR #forthemany",27
09/06/2017 06:41," ""hung parliament"" OR #hungparliament",366
09/06/2017 06:41," ""strong and stable"" OR #strongandstable",69
09/06/2017 06:42, BBC Coverage,35
09/06/2017 06:42, Conservative Seats,13
09/06/2017 06:42, ITV Coverage,2
09/06/2017 06:42, Labour Seats,40
09/06/2017 06:42, Lib Dem Seats,1
09/06/2017 06:42, SNP Seats,22
09/06/2017 06:42," ""coalitionofchaos"" OR #coalitionofchaos",2
09/06/2017 06:42," ""exit poll"" OR #exitpoll",129
09/06/2017 06:42," ""for the many"" OR #forthemany",34
09/06/2017 06:42," ""hung parliament"" OR #hungparliament",388
09/06/2017 06:42," ""strong and stable"" OR #strongandstable",63
09/06/2017 06:43, BBC Coverage,46
09/06/2017 06:43, Conservative Seats,16
09/06/2017 06:43, ITV Coverage,3
09/06/2017 06:43, Labour Seats,31
09/06/2017 06:43, Lib Dem Seats,5
09/06/2017 06:43, SNP Seats,6
09/06/2017 06:43," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:43," ""exit poll"" OR #exitpoll",112
09/06/2017 06:43," ""for the many"" OR #forthemany",27
09/06/2017 06:43," ""hung parliament"" OR #hungparliament",386
09/06/2017 06:43," ""strong and stable"" OR #strongandstable",69
09/06/2017 06:44, BBC Coverage,27
09/06/2017 06:44, Conservative Seats,21
09/06/2017 06:44, Labour Seats,38
09/06/2017 06:44, SNP Seats,8
09/06/2017 06:44," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:44," ""exit poll"" OR #exitpoll",115
09/06/2017 06:44," ""for the many"" OR #forthemany",22
09/06/2017 06:44," ""hung parliament"" OR #hungparliament",376
09/06/2017 06:44," ""strong and stable"" OR #strongandstable",50
09/06/2017 06:45, BBC Coverage,27
09/06/2017 06:45, Conservative Seats,8
09/06/2017 06:45, ITV Coverage,2
09/06/2017 06:45, Labour Seats,43
09/06/2017 06:45, Lib Dem Seats,1
09/06/2017 06:45, SNP Seats,21
09/06/2017 06:45," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:45," ""exit poll"" OR #exitpoll",156
09/06/2017 06:45," ""for the many"" OR #forthemany",35
09/06/2017 06:45," ""hung parliament"" OR #hungparliament",405
09/06/2017 06:45," ""strong and stable"" OR #strongandstable",64
09/06/2017 06:46, BBC Coverage,27
09/06/2017 06:46, Conservative Seats,14
09/06/2017 06:46, ITV Coverage,1
09/06/2017 06:46, Labour Seats,50
09/06/2017 06:46, Lib Dem Seats,2
09/06/2017 06:46, SNP Seats,17
09/06/2017 06:46," ""coalitionofchaos"" OR #coalitionofchaos",1
09/06/2017 06:46," ""exit poll"" OR #exitpoll",151
09/06/2017 06:46," ""for the many"" OR #forthemany",35
09/06/2017 06:46," ""hung parliament"" OR #hungparliament",404
09/06/2017 06:46," ""strong and stable"" OR #strongandstable",62
09/06/2017 06:47, BBC Coverage,49
09/06/2017 06:47, Conservative Seats,11
09/06/2017 06:47, Labour Seats,40
09/06/2017 06:47, SNP Seats,11
09/06/2017 06:47," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:47," ""exit poll"" OR #exitpoll",144
09/06/2017 06:47," ""for the many"" OR #forthemany",44
09/06/2017 06:47," ""hung parliament"" OR #hungparliament",423
09/06/2017 06:47," ""strong and stable"" OR #strongandstable",68
09/06/2017 06:48, BBC Coverage,39
09/06/2017 06:48, Conservative Seats,19
09/06/2017 06:48, Labour Seats,54
09/06/2017 06:48, Lib Dem Seats,1
09/06/2017 06:48, SNP Seats,3
09/06/2017 06:48," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:48," ""exit poll"" OR #exitpoll",159
09/06/2017 06:48," ""for the many"" OR #forthemany",34
09/06/2017 06:48," ""hung parliament"" OR #hungparliament",422
09/06/2017 06:48," ""strong and stable"" OR #strongandstable",66
09/06/2017 06:49, BBC Coverage,35
09/06/2017 06:49, Conservative Seats,12
09/06/2017 06:49, Labour Seats,44
09/06/2017 06:49, Lib Dem Seats,1
09/06/2017 06:49, SNP Seats,7
09/06/2017 06:49," ""coalitionofchaos"" OR #coalitionofchaos",7
09/06/2017 06:49," ""exit poll"" OR #exitpoll",151
09/06/2017 06:49," ""for the many"" OR #forthemany",35
09/06/2017 06:49," ""hung parliament"" OR #hungparliament",430
09/06/2017 06:49," ""strong and stable"" OR #strongandstable",63
09/06/2017 06:50, BBC Coverage,38
09/06/2017 06:50, Conservative Seats,17
09/06/2017 06:50, ITV Coverage,1
09/06/2017 06:50, Labour Seats,47
09/06/2017 06:50, SNP Seats,5
09/06/2017 06:50," ""coalitionofchaos"" OR #coalitionofchaos",4
09/06/2017 06:50," ""exit poll"" OR #exitpoll",133
09/06/2017 06:50," ""for the many"" OR #forthemany",34
09/06/2017 06:50," ""hung parliament"" OR #hungparliament",402
09/06/2017 06:50," ""strong and stable"" OR #strongandstable",70
09/06/2017 06:51, BBC Coverage,26
